"lemma"	"id"	"def"	"pl"
"vyāghra"	"121081"	"a tiger ; any pre-eminently strong or noble person ; Pongamia Glabra ; a red variety of the castor-oil plant ; name of a Rākṣasa ; name of a king ; name of various authors"	"X"
"divya"	"147116"	"divine ; heavenly ; celestial ; supernatural ; wonderful ; magical ; charming ; beautiful ; agreeable"	"X"
"sthā"	"157340"	"to stand ; to station one's self ; to get upon ; to stay ; to remain ; to be intent upon ; to keep on ; to endure ; to last ; to be ; to exist ; to be at hand ; to be near to ; to adhere to ; to serve ; to behave ; to be fixed on"	"X"
"pāñcajanya"	"93134"	"name of Kṛṣṇa's conch taken from the demon Pañcajana ; fire ; fish or a species of fire ; name of one of the 8 Upadvīpas in Jambudvīpa"	"X"
"nirghoṣa"	"27723"	"sound ; noise ; rattling ; tramping"	"X"
"devadatta"	"86666"	"name of Arjuna's conch-shell ; name of one of the vital airs (which is exhaled in yawning) ; name of a cousin (or younger brother) and opponent of Gautama Buddha ; name of a son of Uruśravas and father of agniveśya ; name of a son of the Brāhman Govindadatta ; name of a son of Haridatta ; name of a son of king Jayadatta ; name of several authors ; name of a Nāga ; name of a Grāma of the Bāhikas ; a common name for men used in grammar, phil. etc."	"X"
"ubhaya"	"46179"	"both ; of both kinds ; in both ways ; in both manners"	"X"
"vāhana"	"47140"	"the act of drawing ; bearing ; carrying ; conveying ; driving ; riding ; guiding (horses) ; any vehicle or conveyance or draught-animal ; carriage ; chariot ; waggon ; horse ; elephant ; any animal"	"X"
"śakṛt"	"115045"	"excrement ; ordure ; feces ; dung (esp. cow-dung)"	"X"
"mūtra"	"136408"	"the fluid secreted by the kidneys ; urine"	"X"
"prasru"	"163137"	"to flow forth ; to flow from (abl.) ; to flow with ; to let flow ; to pour out (acc.) ; sich leeren (wie z.B. ein Abszess)"	"X"
"siṃha"	"113531"	"a lion ; the zodiacal sign Leo or its Lagna ; a hero or eminent person ; a particular form of temple ; a particular place prepared for the building of a house ; a Moringa with red flowers ; (in music) a kind of tune ; the symbol or emblem of the 24th Arhat of the present Avasarpiṇī ; name of a son of Kṛṣṇa ; name of a king of the Vidyādharas ; name of a king ; name of the Veṅkata mountain ; name of an astronomer ; name of various other persons ; a particular mythical bird"	"X"
"nad"	"157788"	"to sound ; to thunder ; to roar ; to cry ; to howl"	"X"
"svana"	"121667"	"sound ; noise (in the older language applied to the roar of wind) ; a particular Agni ; roaring water"	"X"
"itara"	"63314"	"the other (of two) ; another"	"X"
"mṛga"	"137625"	"a forest animal or wild beast ; game of any kind ; a deer ; fawn ; antelope ; stag ; musk-deer ; the deer or antelope in the moon ; the disk or antelope in the sky (either the Nakṣatra Mṛga-śiras or the sign of the zodiac Capricorn) ; an elephant with particular marks ; a large soaring bird ; name of a demon or Vṛtra in the form of a deer slain by Indra ; name of a celestial being (occupying a particular place in an astrol. house divided into 81 compartments) ; name of a particular class of men whose conduct in coitus resembles that of the roebuck ; name of a horse of the Moou ; musk ; a particular Aja-pāia sacrifice ; search ; seeking ; asking ; requesting"	"X"
"tras"	"158378"	"to tremble ; to quiver ; to be afraid of"	"X"
"tadvat"	"96086"	"like that ; thus ; so (correlative of yadvat)"	"X"
"tadā"	"96104"	"at that time ; then ; in that case (often used redundantly)"	"X"
"utthā"	"160135"	"to stand up ; to spring up ; to rise ; to raise one's self ; to set out ; to rise (from the dead) ; to rise (from any occupation) ; to leave off ; to finish ; to come forth ; to arise ; to appear ; to become visible ; to result ; to spring ; to originate from ; to come in (as revenues) ; to rise ; to be active or brave ; to make efforts ; to take pains with ; to strive for ; to excel ; [alchemy]"	"X"
"rajas"	"65999"	"the sphere of vapour or mist ; region of clouds ; atmosphere ; air ; firmament (in Veda one of the divisions of the world and distinguished from div or svar) ; vapour ; mist ; clouds ; gloom ; dimness ; darkness ; impurity ; dirt ; dust ; any small particle of matter ; the dust or pollen of flowers ; cultivated or ploughed land (as \"dusty\" or \"dirty\") ; arable land ; fields ; the menstrual discharge of a woman ; the \"darkening\" quality ; passion ; emotion ; affection ; (in phil.) the second of the three Guṇas or qualities ; a kind of plant ; tin ; autumn ; sperm ; safflower ; a kind of weight ; [min.] = sindūra"	"X"
"bhauma"	"26212"	"relating or dedicated to the earth ; produced or coming from the earth ; earthly ; terrestrial"	"X"
"na"	"43432"	"not ; no ; nor ; neither ; like"	"X"
"prajñā"	"162410"	"to know ; to understand (esp. a way or mode of action) ; to discern ; to distinguish ; to know about ; to be acquainted with (acc.) ; to find out ; to discover ; to perceive ; to learn"	"X"
"kaścana"	"170034"	"something ; anything"	"X"
"antardhā"	"158253"	"to place within ; to deposit ; to receive within ; to hide ; to conceal ; to obscure ; to hide one's self"	"X"
"āditya"	"58039"	"name of seven deities of the heavenly sphere ; name of a god in general ; name of Sūrya (the sun) ; name of Viṣṇu ; the plant Calotropis Gigantea ; name of a constellation ; the seventh lunar mansion"	"X"
"sainya"	"99903"	"belonging to or proceeding from an army"	"X"
"āvṛ"	"159952"	"to cover ; to hide ; to conceal ; to surround ; to enclose ; to shut ; to comprehend ; to hem in ; to keep off"	"X"
"vṛṣ"	"157497"	"to rain ; to rain down ; to shower down ; to pour forth ; to effuse ; to shed ; to strike ; to hurt ; to vex ; to harass"	"X"
"atra"	"7442"	"in this matter ; in this respect ; in this place ; here at this time ; there ; then"	"X"
"parjanya"	"19942"	"a raincloud ; Indra ; the 'raingod'"	"X"
"māṃsa"	"78223"	"flesh ; meat"	"X"
"śoṇita"	"127801"	"blood ; the sap of trees ; resin ; saffron ; a kind of prameha; = śonitameha"	"X"
"vṛṣṭimat"	"142898"	"rainy ; raining"	"X"
"vyukṣ"	"164659"	"to sprinkle ; to pour out ; to besprinkle"	"X"
"anīka"	"10629"	"face ; appearance ; splendour ; edge ; point ; front ; row ; array ; march ; army ; forces ; war ; combat"	"X"
"adbhuta"	"7653"	"a marvel ; a wonder ; a prodigy ; a kind of house"	"X"
"vāyu"	"76933"	"wind ; air (as one of the 5 elements) ; the god of the wind ; breathing ; breath ; the wind of the body ; a vital air (of which 5 are reckoned) ; [medic.] = vāta ; the wind as a kind of demon producing madness ; (in astron.) name of the fourth Muhūrta ; a mystical name of the letter ya ; name of a Vasu ; name of a Daitya ; name of a king of the Gandharvas ; name of a Marut ; the Maruts ; linkes Nasenloch"	"X"
"prādurbhū"	"168086"	"become manifest ; appeared"	"X"
"nīcais"	"28570"	"low ; below ; down ; downwards ; underneath"	"X"
"śarkara"	"116880"	"a pebble ; small stone ; (m. c.) = śarkarā ; a kind of drum ; name of a fabulous aquatic being ; name of a people ; gravel"	"X"
"karṣaṇa"	"12426"	"pulling to and fro ; dragging ; tormenting ; vexing ; extending (in time) ; the act of drawing or dragging near ; drawing out ; pulling off ; tugging ; pulling ; drawing to and fro ; removing ; hurting ; injuring ; tormenting ; drawing back ; bending (a bow) ; prolonging (a sound) ; ploughing ; cultivating the ground ; cultivated land"	"X"
"vinihan"	"163429"	"to strike down ; to slay ; to slaughter ; to kill ; to destroy"	"X"
"vidham"	"163349"	"to blow away ; to scatter ; to disperse ; to destroy ; to heat"	"X"
"ubh"	"170620"	"both"	"X"
"mud"	"157888"	"to be merry or glad or happy ; to rejoice ; to delight in (instr. or loc.)"	"X"
"bhṛśam"	"202709"	"very"	"X"
"yat"	"157295"	"to place in order ; to marshal ; to join ; to connect ; to keep pace ; to be in line ; to rival or vie with (instr.) ; to join (instr.) ; to associate with (instr.) ; to march or fly together or in line ; to conform or comply with (instr.) ; to meet ; to encounter (in battle) ; to seek to join one's self with ; to make for ; to tend towards ; to endeavour to reach ; to strive after ; to be eager or anxious for"	"X"
"sāgara"	"111820"	"the ocean ; an ocean (as expressing any vast body or inexhaustible mass) ; a symbolical expression for the number four ; a particular high number (= 10 Padmas) ; a sort of deer ; name of a serpent-demon ; the descendants of Sagara"	"X"
"kṣubh"	"156202"	"to shake ; to tremble ; to be agitated or disturbed ; to be unsteady ; to stumble (literally and metaphorically)"	"X"
"upama"	"45313"	"equal ; similar ; resembling ; like"	"X"
"tu"	"82701"	"do ; now ; then ; but ; and ; or ; name of the river Śatadru"	"X"
"adbhuta"	"7654"	"extraordinary ; supernatural ; wonderful ; unerforschlich"	"X"
"samāgama"	"29712"	"coming together (either in a hostile or friendly manner) ; union ; junction ; encounter or meeting with (instr. with or without saha, gen., loc. or comp.) ; association ; assembly of (comp.) ; conjunction (of planets) ; approach ; arrival"	"X"
"yuga"	"64702"	"a yoke ; a pair ; couple ; brace ; a race of men ; a period or astronomical cycle of 5 (rarely 6) years ; a lustrum (esp. in the cycle of Jupiter) ; an age of the world ; long mundane period of years (of which there are four) ; a measure of length = 86 Aṅgulas ; a symbolical name for the number \"four\" ; a name for the number \"twelve\" ; name of a particular position or configuration of the moon ; name of a particular Nābhasa constellation (of the class called Sāṃkhyayoga) ; name of a double Śloka or two Ślokas so connected that the sense is only completed by the two together"	"X"
"anta"	"11658"	"end ; limit ; boundary ; term ; end of a texture ; end ; conclusion ; end of life ; death ; destruction (in these latter senses some times neut.) ; a final syllable ; termination ; last word of a compound ; pause ; settlement ; definite ascertainment ; certainty ; whole amount ; border ; outskirt ; nearness ; proximity ; presence ; inner part ; inside ; condition ; nature ; a shore ; [gramm.] the suffix 'ant'"	"X"
"samanuprāp"	"165051"	"to attain or reach or arrive at (acc.)"	"X"
"dvi"	"166283"	"two"	"X"
"samūha"	"30552"	"a collection ; assemblage ; aggregate ; heap ; number ; multitude ; an association ; corporation ; community ; sum ; totality ; essence ; name of a divine being(?) ; name of one of the Viśve Devāh"	"X"
"samānī"	"165200"	"to lead or conduct together ; to join ; to unite ; to collect ; to assemble ; to lead anyone to another ; to unite one person (acc.) with another (instr. with or without saha) ; to lead towards ; to bring near ; to pour together ; to mingle (liquids) ; to bring or offer (an oblation)"	"X"
"samaya"	"30049"	"coming together ; meeting or a place of meeting ; intercourse with (instr.) ; coming to a mutual understanding ; agreement ; compact ; covenant ; treaty ; contract ; arrangement ; engagement ; stipulation ; conditions of agreement ; convention ; conventional rule or usage ; established custom ; law ; rule ; practice ; observance ; order ; direction ; precept ; doctrine ; (in rhet.) the conventional meaning or scope of a word ; appointed or proper time ; right moment for doing anything (gen. or Pot.) ; opportunity ; occasion ; time ; season ; juncture ; circumstances ; case ; an ordeal ; sign ; hint ; indication ; demonstrated conclusion ; limit ; boundary ; solemn address ; harangue ; speech ; declaration ; (in gram.) a Vedic passage which is the repetition of another one ; (in dram.) end of trouble or distress ; name of a son of Dharma ; (with Śāktas) name of the author of a Mantra"	"X"
"dharma"	"91970"	"that which is established or firm ; steadfast decree ; statute ; ordinance ; law ; usage ; practice ; customary observance or prescribed conduct ; duty ; right ; justice (often as a synonym of punishment) ; virtue ; morality ; religion ; religious merit ; Law or Justice personified (as Indra) ; the law or doctrine of Buddhism ; the ethical precepts of Buddhism (or the principal dharma called sūsra) ; the law of Northern Buddhism (in 9 canonical scriptures) ; nature ; character ; peculiar condition or essential quality ; property ; mark ; peculiarity ; a particular ceremony ; sacrifice ; the ninth mansion ; an Upanishad ; associating with the virtuous ; religious abstraction ; devotion ; a bow ; a Soma-drinker ; name of the 15th Arhat of the present Avasarpiṇī ; name of a son of Anu and father of Ghṛta ; name of a son of Gāndhāra and father of Dhṛta ; name of a son of Haihaya and father of Netra ; name of a son of Pṛthuśravas and of Uśanas ; name of a son of Suvrata ; name of a son of Dīrghatapas ; name of a king of Kaśmīra ; name of a lexicographer ; name of a son of Citraka"	"X"
"sthāpay"	"157916"	"to cause to stand ; to place ; to locate ; to set ; to lay ; to fix ; to station ; to establish ; to found ; to institute ; to set up ; to erect ; to raise ; to build ; to cause to continue ; to make durable ; to strengthen ; to confirm ; to prop up ; to support ; to maintain ; to affirm ; to assent ; to appoint (to any office) ; to cause to be ; to constitute ; to make ; to appoint or employ as ; to fix ; to settle ; to determine ; to resolve ; to fix in or on ; to lead or being into ; to direct or turn towards ; to introduce or initiate into ; to instruct in ; to make over or deliver up to ; to give in marriage ; to cause to stand still ; to stop ; to arrest ; to check ; to hold ; to keep in ; to restrain"	"X"
"bharata"	"49000"	"name of Agni (kept alive by the care of men) ; name of a particular Agni (father of Bharata and Bharatī) ; a priest ; an actor ; dancer ; tumbler ; a weaver ; a hireling ; mercenary ; a barbarian ; mountaineer ; the fire in which the rice for Brāhmans is boiled ; name of Rudra ; name of an Āditya ; name of a son of Agni Bharata ; name of a celebrated hero and monarch of India (son of Duṣyanta) ; name of a son of Dhruvasaṃdhi and father of Asita ; name of a son of Ṛṣabha ; Bur ; name of a son of Vītihotra ; name of a Manu (who gave the name to the country Bhārata) ; name of a son of Manu Bhautya ; name of a king of Aśmaka ; name of various teachers and authors (esp. of an ancient Muni supposed author of a manual of the dramatic art called Nāṭyaśāstra or Bharata-śāstra) ; = Bharatamallīka ; name of a tribe ; (archery)"	"X"
